cid,datahead,dataurl,creator,contributor,corp
827,  新宿区で従業する就業者の主な産業別就業者数と割合の特別区部・全国との比較（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000028,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
828,  新宿区を従業地・通学地とする15歳以上就業者・通学者の常住地別人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000027,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
829,  新宿区に常住する15歳以上就業者・通学者の従業地・通学地別人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000026,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
830,  新宿区の外国人労働力人口と労働力率の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000025,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
831,  新宿区の夫婦の就業・非就業別 夫婦のいる一般世帯数の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000024,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
832,  新宿区の職業（大分類）別15歳以上就業者数と割合（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000023,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
833,  新宿区の主な産業（大分類）別割合と特別区部・全国割合との比較（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000022,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
834,  新宿区の雇用者の従業上の地位・男女別人口（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000021,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
835,  新宿区の男女別年齢別労働力率（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000020,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
836,  新宿区の労働力状態別15歳以上人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000019,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
837,  新宿区の住宅の所有の関係別世帯数の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000018,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
838,  新宿区の一般世帯・単独世帯・1世帯当たり人員の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000017,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
839,  新宿区の日本人・外国人別人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000016,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
840,  新宿区の年齢３区分別人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000015,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
841,  新宿区の男女別配偶関係別15歳以上人口の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000014,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
842,  新宿区の総人口と人口増減率の推移（2015年国勢調査）  【新宿区】2015年国勢調査における新宿区の人口データです。 ,/dataset/t131041d0000000013,新宿区,新宿自治創造研究所担当部新宿自治創造研究所担当課,新宿区 新宿自治創造研究所担当部新宿自治創造研究所担当課
843,  都民ファーストでつくる「新しい東京」 ～2020年に向けた実行プラン～  【東京都政策企画局】 ,/dataset/t000001d1800000001,東京都政策企画局,計画部計画課,東京都政策企画局 計画部計画課
844,  二都市間都市外交_平成28年度の交流実績  【東京都政策企画局】都は、共通の課題を有する都市との技術協力や人材協力などを通じて連携を深めています。 ,/dataset/t000001d1800000004,東京都政策企画局,外務部管理課,東京都政策企画局 外務部管理課
845,  姉妹友好都市の都市情報  【東京都政策企画局】 ,/dataset/t000001d1800000003,東京都政策企画局,外務部管理課,東京都政策企画局 外務部管理課
846,  令和2年　町丁別世帯数及び人口  【杉並区】 ,/dataset/t131156d0000000081,杉並区,区民生活部区民課,杉並区 区民生活部区民課
847,  令和2年　各歳別人口  【杉並区】 ,/dataset/t131156d0000000080,杉並区,区民生活部区民課,杉並区 区民生活部区民課
848,  東京都統計年鑑　平成30年　2　人口・世帯  【東京都総務局】 ,/dataset/t000003d1900000019,東京都総務局,統計部調整課,東京都総務局 統計部調整課
849,  杉並区統計書（令和元年版）　3　国勢調査  【杉並区】 ,/dataset/t131156d0000000085,杉並区,区民生活部管理課,杉並区 区民生活部管理課
850,  杉並区統計書（令和元年版）　2　人口  【杉並区】 ,/dataset/t131156d0000000084,杉並区,区民生活部管理課,杉並区 区民生活部管理課
851,  平成31年・令和元年　町丁別世帯数及び人口  【杉並区】 ,/dataset/t131156d0000000061,杉並区,区民生活部区民課,杉並区 区民生活部区民課
852,  平成31年・令和元年　各歳別人口  【杉並区】 ,/dataset/t131156d0000000060,杉並区,区民生活部区民課,杉並区 区民生活部区民課
853,  東京都昼間人口の予測  【東京都総務局】 ,/dataset/t000003d0000000059,東京都総務局,統計部人口統計課,東京都総務局 統計部人口統計課
854,  東京都の人口予測（区市町村、男女、年齢（５歳階級）別将来人口）  【東京都総務局】 ,/dataset/t000003d0000000058,東京都総務局,統計部人口統計課,東京都総務局 統計部人口統計課
855,  調布市統計書　平成27年版　国勢調査に関するデータ  【調布市】　「調布市統計書　平成27年版」掲載データ（国勢調査） ,/dataset/t132080d0000000053,調布市,総務部総務課,調布市 総務部総務課
856,  調布市統計書　平成27年版　人口に関するデータ  【調布市】　「調布市統計書　平成27年版」掲載データ（人口） ,/dataset/t132080d0000000052,調布市,総務部総務課,調布市 総務部総務課
857,  調布市統計書　平成26年版　国勢調査に関するデータ  【調布市】　「調布市統計書　平成26年版」掲載データ（国勢調査） ,/dataset/t132080d0000000025,調布市,総務部総務課,調布市 総務部総務課
858,  調布市統計書　平成26年版　人口に関するデータ  【調布市】　「調布市統計書　平成26年版」掲載データ（人口） ,/dataset/t132080d0000000024,調布市,総務部総務課,調布市 総務部総務課
859,  調布市統計書　平成25年版　国勢調査に関するデータ  【調布市】　「調布市統計書　平成25年版」掲載データ（国勢調査） ,/dataset/t132080d0000000011,調布市,総務部総務課,調布市 総務部総務課
860,  調布市統計書　平成25年版　人口に関するデータ  【調布市】　「調布市統計書　平成25年版」掲載データ（人口） ,/dataset/t132080d0000000010,調布市,総務部総務課,調布市 総務部総務課
861,  八王子市外事業所一覧  【八王子市】福祉関連オープンデータ一覧 ,/dataset/t132012d0000000079,八王子市,福祉部介護保険課,八王子市 福祉部介護保険課
862,  宿泊デイサービス事業所  【八王子市】福祉関連オープンデータ一覧 ,/dataset/t132012d0000000077,八王子市,福祉部介護保険課,八王子市 福祉部介護保険課
