ID,title,outline,collecting_cost,sharing_policy,type,variable,analysis,outcome,anticipation,comments,wanted
4259,中学校における内申調査データ,,内申書（学校からの成績評価や出席）による,その他,その他,出身|委員会（役職等）|成績|出席状況（遅刻・早退等含む）|課外活動|学年|住所,問題行動を起こす生徒であるか親がモンスターペアレントであるか否か早期（小・中学）受験と成績・生活態度の関係,,,,
4260,大学内のエアコン稼働データ,大学内に存在しているエアコンの稼働状況のデータ。,・消費電力からの推定・稼働状況についてのデータ（存在していれば）の参照,その他,数値,消費電力|日時|稼働時間|室温|場所,,大学内において、いつ、どこでエアコンが使用されているのか、どの程度の電力を消費しているのかが分かる。,,,
4261,食品安心、安全に関するデータ,民衆から安心安全な評価をもらえる度合いに対して、食材供給、生産加工、消費者状態について、影響を与える要素を見出す。,POSデータ医療機関から食中毒診断統計供給チェーンにある企業からの各種証明データ街頭インタビュー,その他,その他,商品固有番号|死亡率|インタビュー結果|売り上げ|日時|疾病率|賞味期限,,食品安心感を与える要素不安要素からのフィードバック,,,
4262,Tポイントツールバー,Tポイントツールバーを用いてweb検索を行った人物の検索履歴等。,,その他,その他,住所|検索・閲覧日時|性別|年齢|氏名|Tポイント残高|検索・閲覧履歴|ネットショッピングでの購入履歴,,,,,
4251,Top Android apps list,A list of Apps having highest highest user ratings from google play store,Google play store is a website where all the android apps can be downloaded and users provide ratings about the apps downloaded .Thus Google play store has user ratings for  every app and can find the best apps,その他,グラフ.テキスト.数値,USER RATINGS,user ratings and Number of downloads for that app can be found,App marketing analysis could be conducted using the data,,,
4248,入店カウントデータ,カメラシステムを利用した、施設・店舗（建物）入口の出入りをした人数のカウント数,施設・店舗（建物）の出入り口に設置したカメラで、動体物をカウントする。真上に設置するので、人間は頭部のみが補足される。データとしては、画像データは保存せず、カウント数に関するログデータのみを出力,その他,グラフ.数値.時系列.表,時間|重心位置（座標）|移動軌跡|人数,購買データなど、他の行動データと組み合わせて分析する,買上率（購入者/入店者）,,入店に限らず、特定の位置のカウントが可能（カメラの設置状況による）,
4245,Weight loss/gain in Hostel ,Mess food and all other parameters lead to varying habits and thus leads to change in weights. Some persons gain weight while others loose.,Cost will be only the consent of persons under observation.Every month or say bi-weekly we can weigh the weights of subject、 and record them,その他,テキスト.数値.時系列.表,CHANGE|ID|TIME_STAMP|NAME|WEIGHT,,When all the data of all subjects are analysed we can infer the living standards and then try to improve or justify the current settings,,,
4246,Weight loss/gain in Hostel ,Mess food and all other parameters lead to varying habits and thus leads to change in weights. Some persons gain weight while others loose.,Cost will be only the consent of persons under observation.Every month or say bi-weekly we can weigh the weights of subject、 and record them,その他,テキスト.数値.時系列.表,TIME_STAMP|CHANGE|ID|NAME|WEIGHT,,When all the data of all subjects are analysed we can infer the living standards and then try to improve or justify the current settings,,,
4242,Password,,,その他,その他,,,,,,
4237,Top Androis apps list,A list of Apps having highest highest user ratings from google play store,Google play store is a website where all the android apps can be downloaded and users provide ratings about the apps downloaded .Thus Google play store has user ratings for  every app and can find the best apps,その他,グラフ.テキスト.数値,USER RATINGS,user ratings and Number of downloads for that app can be found,App marketing analysis could be conducted using the data,,,
4238,DJ,Imaginary data,,その他,その他,,,,,,
4239,People Carrying Heavy Weight,It contains analysis of people who carry heavy weights,Jabalpur 、 Madhya Pradesh  、 India ,その他,グラフ,,,,,,
4240,ani,,,その他,その他,,,,,,
4236,Learning J2EE,Learning Web development through use of Java(including servlets、 struts2 framework),,その他,テキスト,,,,,,
4233,recereco（家計簿スマホアプリ）,レシート情報をOCRで読み取る家計簿スマホアプリ。 ID付POSデータとして利用可能,ユーザがダウンロード（無料）したアプリで、保有しているレシートをカメラで撮影,その他,グラフ.テキスト.数値.時系列.表,レシート：購入店舗名|レシート明細：購入商品名|ユーザ：最終ログイン日|レシート明細：数|レシート明細：金額|レシート：購入日|ユーザ：性年代|ユーザ：会員登録日|レシート：購入店舗エリア,１．業態をまたいだ店舗の買い回りの分析２．同業種に限らない、真の競合商品分析３．競合商品の動向も含めた、施策の効果測定（含むリピート）など,１．業態をまたいだ店舗の買い回りの分析　→パートナーや出稿先となる店舗の発見２．同業種に限らない、真の競合商品分析　→競合流出状況の把握３．競合商品の動向も含めた、施策の効果測定（含むリピート）　→ライバルからの刈り取り状況とその後の定着状況の把握,ヒット商品の予兆把握に使える可能性あり。,,店舗名、商品名のマスタ（レシートの記載をOCRで読み込むため、名寄せが必要）
4234,データジャケット（DJ）情報,様々な分野のデータの概要。各データの全体像、データ中の変数（属性）とその意味について、自分の知っているデータ（あるいは持っているデータ）のうち、記述したい、かつ記述する権利を持っている範囲で記載したもの。,データジャケット（DJ）の記入者が負担,その他,テキスト,欲しい分析データ|シミュレーションのプロセス|組み合わせて使いたいデータ|記入日時|概要|分析|氏名|データ形式（フォーマット）|共有指針|変数・属性|収集コスト|メールアドレス,,,,以下の修正が望ましい。条件交渉により共有してよい  -> 条件により共有可（必要に応じ交渉）データ／ツールの所在・所有者 -> 本項目に加え「管理者」が必要データの分析・シミュレーションプロセス  -> 「想定できる」を冒頭に追加データの分析・シミュレーションプロセスの結果 -> 「想定している」を冒頭に追加：これだと上記プロセスの適用を前提としている。そうでないなら、以下のとおり。-> 「期待している」を冒頭に追加,
4231,CSRに関する消費者アンケートデータ,一般消費者のCSRや企業、社会課題に対する認知関心、また実際に指定するCSRレポートを閲覧してもらってのそれに対する評価などのデータ。,・インターネットリサーチ系のサービスを利用したアンケート調査。・2012年11月に1週間程度実施。・N=207,その他,テキスト.数値,,,,,,
4232,データサイエンティストの求人情報,データサイエンティストの求人情報一覧 　・データサイエンティストに求められるスキルや業務経験 　・求人先の業種や企業規模 　・年収などの待遇情報、など,・DODA、リクナビなど求人サイトでの検索（低コスト）・求人情報のクローリング（初期に開発コスト高）,その他,グラフ.テキスト.数値.表,募集先の企業名|業種|応募資格（経験、スキル、学歴など）|企業規模|求人の職種名|部署名|掲載期間|年収|仕事内容|URL|役職,１．形態素解析による頻出単語・話題の分析２．年収を目的変数とした回帰分析３．求人情報のコレスポンデンス分析,１．求人の頻出単語から、データサイエンティストの求人要件の傾向把握２．年収Upのために、どのような経験、スキルを高めるべきか把握３．経験、スキルのマッピングから、求人の傾向を把握,学生のうちから、上記で求められる要件に対して、教育の機会を提供することで、短期的には採用率の向上、長期的には日本におけるデータ活用の促進に貢献できる可能性がある。,,プログラミングスキルが高くない方向けに、フリーのクローリングツール（GUI）があると間口が広がる可能性がある。
4227,都市別の進学率,様々な都市に対する進学率,国勢調査による,その他,表,都市名|進学率,,,,,
4209,生活者行動分析サービスDo-Cube,性別・職業・趣味属性を推定済みの24万人のAmebaブログユーザーDBを用い、キーワードに対する発言者の属性や、行動内容とその背景を明らかにする検索サービス。,Webのクローリングと、専用サーバを用いた記事解析による,その他,グラフ.テキスト.数値.時系列.表,検索キーワード,テキストマイニング（形態素解析、独自辞書による解析等）、機械学習,・特定キーワードに対する発言者の特性抽出・特定キーワードに対するファクトファインディング,商品開発や販促企画の検討材料としてのファクトファインディングに用いていたが、Web広告等の配信ロジックの検討材料としても活用可能かもしれない。,,
4210,Q&Aサイトの投稿、アクセスデータ,Q＆AサイトOKWaveに投稿された、質問回答内容をテキストマイニングしたもの。ワードマップやグラフ、表、実際の質問文などでレポートを構成。もしくは、質問回答ページヘのアクセスデータ。,サービス登録ユーザーからの投稿データ、未登録ユーザーのアクセスデータコスト：金銭的なコストはありませんが、抽出、クレンジングに多少時間がかかります（目安　3営業日～10営業日前後）,その他,グラフ.テキスト.数値.時系列.画像.表,質問回答ページヘのアクセスデータ|ワードマップやグラフ、表、実際の質問文などのレポート|Q＆AサイトOKWAVEに投稿された、質問回答内容をテキストマイニングしたもの,分析を支える仮説・理論,生活者心理理解,,,
4195,sleep meisterによる睡眠時のパーソナルデータ,Sleep Meisterとは、アプリを起動して枕元に置いておくと、設定した時間前後で浅い眠りであるノンレム睡眠時にアラームを鳴らし、快適な目覚めを提供する睡眠サイクル機能を備えた目覚ましアプリ。このアプリで取得された個人のデータはダウンロード可能。,スマートフォンのマイクや加速度センサーにて取得,その他,テキスト.数値.時系列.表.音声,行動メモ（アルコール、カフェインの摂取など）|入眠時刻|日付|就床時刻|鳴動時刻|睡眠効率|入眠潜時|気象時刻|覚醒時間|深い眠りの時間|就床時間睡眠時間|中途覚醒回数|メモ|寝言|スヌーズ,,睡眠時間／就床時間＊100(%)で睡眠効率を算出,日中のアクティビティを考慮し、最適な睡眠開始時間も提案してくれると嬉しい。,,
4197,BLEビーコンの電波強度情報,BLE(bluetooth)によるビーコンから受信した電波強度情報。主に位置を特定するために利用される。スマートフォン等を用いたレシーバと対で利用される。,BLEビーコンと対で利用するスマートフォン等のレシーバから収集する。データを収集するためのシステムが弊社に存在する。,その他,グラフ.数値.時系列.表,受信電波強度|日時|設置位置|機器ID,カルマンフィルタ等を使って、電波強度分布を用いた位置推定のための論文等はいくつか存在し、商用レベルでも実用化されている。,現在位置推定精度の向上日常の行動分析を踏まえた、指定位置に対する存在確率の算出より効率的なビーコン設置位置の理論設計,将来BLE自体が色々なものに組み込まれた場合、暗黙のビーコンとして活用することができ得る。,,現在推定位置の可視化
4198,ウェアラブル機器のログ情報,弊社ソリューションBizウェアラブルで得られる各種機器のログ情報,ウェアラブル機器センサーから収集する,その他,数値.映像.時系列.画像,位置|カメラ画|WIFI電波強度|チャット|LTE/3G電波強度|静止画|通信ログ|機器ID|シナリオ情報|日時|動画|バッテリー残量|BLE電波強度|加速度|ユーザID,,ユーザの行動・振る舞いを分析し、作業効率向上の際等の見極めに活用可能,ウェアラブルが一般的になれば、ユーザ行動の分析による個人の特定が可能となり、ユーザ認証やセキュリティ保持等にも活用可能かもしれない,,
4199,心拍データ,弊社社員のサンプル用心拍データ。心拍に加え、その時のユーザの気分や行動も同時に記録されている。,「心拍計を用いた心拍データ」（既に収集済）「スマートフォンアプリを用いたユーザの気分や行動」（既に収集済）,その他,数値,ユーザの行動|日時|ユーザの気分|心拍,一般的な相関分析、異常値検出等,ユーザの気分や行動に伴う心拍の変化の同定、あるいは心拍からの気分等の推定,長期間心拍を記録することで、個人の特定が可能かもしれない複数かつ多数の同一エリアの人々の心拍を記録することで、特定地域の異常現象の特定が可能かもしれない（天災や事故等）超長期間心拍を記録することで、個人の寿命の特定が可能かもしれない,,
4202,大規模ソフトウェア開発のバグ票,大規模ソフトウェア開発におけるバグ票のデータベース,既存データベースからの収集,その他,テキスト,報告者|対応日時|バグ要因|対応内容|結果|発生日時|バグID|バグ発生時のログ|バグ発生工程|対応者|修正対象|再現手順,テキスト分析、相関分析,バグの発生傾向や弱点ポイントの類推、各担当者の作業優劣判定、製品品質安定時期の類推,動作ログからのバグ発生類推、バグ起票内容からの対応内容の類推、類似するバグ票や対応内容の自動推薦等,,
4204,サーバー運用ログ,社内サーバーの運用ログ情報,,その他,テキスト,メール送受信記録|日時|警告情報,相関分析,故障予測、ハッキング分析等,問題の自動修復,,
4205,社内営業メール,社内の営業メール情報,,その他,テキスト,顧客名称|確度|日時|概要|タイトル|営業フェーズ|宛先|送信者,テキストマイニング,営業の確度の整理、営業情報の共有、他,見込み顧客の精度算出、類似顧客の抽出、他,,
4206,OBD2,OBD2を用いた車載情報,,その他,テキスト.数値,燃料種別|モニター状況|ID|燃料システムの状態|車速|日時|NOｘセンサー|ターボチャージャー回転数|経過時間|空燃比|触媒温度|インマニ圧|オイル温度|エンジン負荷|ターボチャージャー温度|冷却液温度|O2センサー|バッテリー残容量|スロットル（アクセル）位置|排気圧|大気圧|RPM,,車両状態の把握、故障予測,該当エリアの空気汚染度の概算算出、空気汚染度と健康や天気等との相関算出等,,
4207,詳細天気情報,500m^2 メッシュの天気情報,,その他,数値,詳細天気情報,,,,,
4208,小売業のポイントカード会員購買履歴データ,ポイントカード会員の購買履歴データ,,その他,数値.時系列,性別。※会員番号、買上店舗コードはマスキング済み|会員番号に紐付いた買上点数|会員番号に紐付いた買上金額|会員番号に紐付いた買上店舗コード|会員番号に紐付いた買上商品(JAN)の買上日時|会員番号の生年月日。※会員番号、買上店舗コードはマスキング済み,,商品ごとの売上推移、購買購入層の把握。マーケティング施策の検討材料。,,,
4192,文京区街路灯データ,文京区内に存在する街路灯の位置情報，番地，ランプ種類が記録されています．研究目的での利用のみ許可を得たので，一般公開は出来ません．,文京区道路維持係街路灯担当者との交渉による,その他,テキスト.数値.表,住所|ランプ種類|緯度|経度|管理番号,地図アプリケーションと連結させることにより，地図上に街路灯情報を記載し，利用者に夜道でも明るい道のレコメンデーションを行う．,データに記載されている街路灯の位置情報，ランプ種別の変数から，高次変数を作成し，その変数の機会学習を行うことで，利用が明るいと感じる道，暗いと感じる道を約75%の精度で識別することが出来る．,リコメンデーションの結果が，利用者の行動に変化を与えるような『仕掛』を期待する,,
4185,文京区の街灯設置データ,東京都文京区内に設置されている街路灯・保安灯の設置状況についてのデータ。街路灯約6400基、保安灯約2300基についての光束や設置位置情報、ランプの種類などが含まれている。,実地調査。,その他,テキスト.数値.表,ランプ等級|色温度|住所|柱種別|緯度|定格寿命|管理番号|ランプ種別|照明種別|光束|経度|演色性|消費電力,,,,,
4186,東京都の街灯設置情報,都の管理する大通りなど（都道）のデータ。区が管理するものとは異なる。,実地調査,その他,テキスト.数値.表,,,,,,
4187,掛川市のAED設置箇所,掛川市消防署が提供する静岡県掛川市内のAED設置箇所を記したデータ。テキスト、エクセル、RDFで提供。,,その他,テキスト.数値.表,緯度|設置位置|経度,,,,,
4188,掛川市　市街地循環バス（北回り・南回り）時刻表及びバス停,静岡県の掛川市地域支援課、IT政策課が提供する掛川市の市街地循環バスの時刻表とバス停位置データ。北回りと南回りが含まれている。テキスト、エクセル、RDFで提供。,,その他,テキスト.数値.時系列.表,緯度|時刻|バス停名|経度|便名,,,,,
4189,三島市　公共施設Wi-Fi設置場所,静岡県三島市の広報広聴課が提供する三島市内の公共施設のWi-Fi設置場所についてのデータ。テキスト、エクセル、RDFで提供されている。,,その他,テキスト.数値.表,設置番号|設置場所名|緯度|経度,,,,,
4190,三島市避難所情報,静岡県三島市の危機管理課が提供する三島市の避難所一覧データ。RDF化されている他、テキスト、エクセル形式でも提供している。,,その他,テキスト.数値.表,避難所番号|備考|場所名|緯度|電話番号|住所|経度,,,,,
4191,駐車場整備地区,静岡県の都市計画課が提供する平成24年3月31日時点の静岡県内の駐車場整備地区情報,実地調査,その他,数値.画像,図形|位置,,,,,
4183,失敗知識データベース,畑村洋太郎が提唱する失敗学において分析された失敗の事例と原因についてのデータベース。古今東西の失敗についての事例が分類されており、個々の事例についても詳細な原因やシナリオについての分析が記述されている。,文献、報告書からの収集,その他,テキスト.数値.時系列.表,データ作成者（事例によってすべてが記入されているわけではない）|事例概要|マルチメディアファイル|代表図|事例発生地|備考|社会への影響|死傷者数|対処|知識化|負傷者数|よもやま話|事象|情報源|データベース登録の動機|背景|分野|経過|事例発生日付|後日談|当事者ヒアリング|シナリオ|対策|事例名称|原因,,,,,
4182,大相撲の関取表,幕内、十両、幕下、三段目、序二段、序の口に分け、大相撲の各力士がどの力士に何日目に勝ったかを記録。http://www.sumo.or.jp/honbasho/main/hoshitori,大相撲開催時期に、毎日の取り組みを当日のうちに更新。次の場所までに消されるので注意が必要。,その他,その他.テキスト.時系列.表,力士名|取り組みの場所|取り組みの日（１日目～千秋楽）|力士と他の力士の勝敗,苦手な相手や、「ばてる」度合いなどを各力士について評価分析,,,こうやって一括して票にしてくれるのはありがたいが、ずっと残して検索できるようにして欲しい。,
4181,知的マルチエージェント交通流シミュレータ ,知的マルチエージェントモデルに基づく交通流シミュレーションを行う．知的エージェントとしてモデル化された車両は道路環境中で他の車両エージェントと相互作用する．エージェント同士の相互作用の総和として複雑な交通現象を再現する,道路ネットワークデータ：手作業による入力，あるいは，OpenStreetMapからのコンバート（ただしコンバート後のデータ不整合を修正する必要あり）信号データ：観測，あるいは，管理者からの提供車両エージェントの発生データ：交通量調査によって得られるリンク交通量等から推定 ,その他,テキスト.数値.時系列,（必須）交差点ID|（オプション）周期（サイクル）|（オプション）特定の出発地から特定の目的地への車種別交通量|（オプション）現示パターン（赤，青，黄，矢印等）|オプション）各現示パターンの現示時間|交差点（ノード）ごとに以下のデータを入力する|車両エージェントに関し以下のデータを入力できる|（オプション）特定の出発地からランダムな目的地への車種別交通量|（必須）隣接交差点ID|交差点ごとに以下の信号制御パラメータを入力できる．これはオプションであり，入力のない交差点にはデフォルト値を持った信号が設置される|（オプション）交差点を構成する多角形の頂点座標|（オプション）制限速度|単路部（リンク）ごとに以下のデータを入力できる|（必須）交差点の座標（X，Y，Z）|（オプション）信号制御パラメータの適用開始時刻，適用終了時刻|（オプション）交差点内部の車線の構成|（オプション）経路探索パラメータ（時間優先，距離優先，等）|（必須）交差点の各境界に流出入する車線数|（オプション）車種および車種ごとの車幅，車長，車高，最大加速度，最大減速度,車両エージェントは発生時に経路探索を行う．経路探索にはA*アルゴリズムを用いる．このとき，距離，予想旅行時間，右折・左折・直進回数，道路幅の逆数の重み付き線形和を経路のコストとする（小さい方が高効用）．重みベクトルは複数用意することができる．また走行中に経路から予定経路を逸脱した場合には再探索を行う．車両エージェントは走行中，周囲の状況を観測して加速度制御を行う．加速度制御にはGeneralized Force Modelを用いる．これは，希望速度まで加速しようとする推進力と，先行車から受ける仮想的な斥力との合力によって加速度を決定するモデルである．シミュレーションにおいては，実際の先行車だけでなく前方の信号や交差点で衝突しそうな車両も仮想的な先行車と見なし，加速度制御の要因として考慮される．,1ステップ（標準では100ミリ秒）ごとの各車両の位置，速度，加速度車両感知器設置箇所の交通量 ,道路交通（人の移動）にもとづく都市機能の評価や設計，防災・減災のためのインフラ設計,シミュレータの利用をご希望の方にはソースファイル付で提供可能,
4179,Web API Database,As the the world's leading source of news and information about Internet-based application programming interfaces (APIs)、 ProgrammableWeb.com is known as the Web's defacto journal of the API economy. Since it was founded in 2005、 ProgrammableWeb has been chronicling the daily evolution of the global API economy while amassing the Web's most relied-on directory when it comes to discovering and searching for APIs to use in Web and mobile applications.,,その他,テキスト.時系列,,,,,,
4173,平成２５年静岡県地価調査結果,静岡県庁土地対策課が作成した県内610地点の基準地価と変動率等の情報。基準地調査は、国土利用計画法施行令第9条の規定に基づいて、知事が毎年7月1日時点の基準地の標準価格（基準地価格）を判定するもので、昭和50年以降、毎年実施している。この基準地価格は、国土利用計画法の規定に基づいて、土地取引の価格規制を行う場合の審査において、地価公示価格とともに相当の価格を判断する際の規準として使用されている。また、この価格を公表することによって、一般の土地の取引価格の指標としても利用されている,実地調査、価格調査,その他,テキスト.数値.表,周辺の土地利用|Y座標|価格（円／平方メートル）|変動率|地積（平方メートル）|所在地|X座標|H25基準地番号|住居表示,,,,,
4174,静岡県の風致地区情報,静岡県庁都市計画課が作成した、平成24年3月31日現在の風致地区の情報。,実地調査,その他,数値.画像,位置情報|画像情報,,,,,
4175,静岡県の特定街区情報,静岡県庁、都市計画課が作成した、静岡県の特定街区の情報。特定街区とは、都市計画法による地域地区の一つで、既成市街地の整備・改善を図ることを目的に、ある街区において、既定の容積率や建築基準法の高さ制限を適用せず、別に都市計画で容積率・高さなどを定める制度である（wikipediaより）。,実地調査,その他,数値.画像,地図データ（図形の座標）|図形と属性の対応関係|属性情報,,,,,
4176,静岡県の高度利用地区情報,静岡県庁、都市計画課が作成した高度利用地区の情報。高度利用地区とは、都市計画法第9条に定める「用途地域内の市街地における土地の合理的かつ健全な高度利用と都市機能の更新とを図るため、建築物の容積率の最高限度及び最低限度、建築物の建ぺい率の最高限度、建築物の建築面積の最低限度並びに壁面の位置の制限を定める地区」のことである（Wikipediaより）。,実地調査,その他,数値.画像,地図データ（図形の座標）|図形と属性の対応関係|属性情報,,,,,
4177,静岡県の高度地区情報,静岡県庁、都市計画課が作成した平成24年3月31日現在の高度地区に関するデータ。 高度地区とは、都市計画法第9条に定める「用途地域内において市街地の環境を維持し、又は土地利用の増進を図るため、建築物の高さの最高限度又は最低限度を定める地区」である（Wikipediaより）。,実地調査,その他,数値.画像,図形と属性の対応関係|属性情報|地図データ（図形の座標）,,,,,
4178,静岡県の特別用途地区情報,静岡県庁、都市計画課が作成した特別用途地区に関するデータ。特別用途地区とは、都市計画法第9条に定める「用途地域内の一定の地区における当該地区の特性にふさわしい土地利用の増進、環境の保護等の特別の目的の実現を図るため」の地区である（Wikipediaより）。,実地調査,その他,数値.画像,地図データ（図形の座標）|属性情報,,,,,
4172,富士山からの日の出写真,静岡県庁の富士山世界遺産課が作成したデータ。富士山の山小屋や登山道で撮影した日の出写真と位置情報。,実地調査と撮影,その他,テキスト.数値.時系列.画像.表,撮影日|経度|コメント|場所|緯度|写真,,,,,
4166,避難マップ,時間帯別の災害発生時の混雑発生予測,ハザードマップ,その他,画像.表,時間帯|まわりの目印|地名|交通量|地震の震度|障害となる建物,周りの道や建物、交通量を踏まえてマップを分析して災害時に混雑しやすい場所を推定する。,朝7~9時と夕方５?７時はラッシュがあるため、駅の近辺に混雑が集中する。また早朝、深夜は都心の周辺部に人が散逸していて避難しやすい。昼は人口が都心に集中していて、建物の数も多いのでオフィス街などでは大変避難しづらい。,建造物をつくるときに災害時でも障害とならない建物を造れる災害時に避難しやすい場所を明示しておくことで優先的にライフラインを復旧するのに役立つ,,
4171,ふじのくにエコショップ宣言店登録店舗情報,静岡県の廃棄物リサイクル課が収集したデータ。静岡県が進める「ふじのくにエコショップ宣言制度」に基づき、県が登録した店舗の情報。ふじのくにエコショップとは、環境にやさしい取組を行う販売店である。その取組を多くの消費者に知ってもらうための登録制度が、「ふじのくにエコショップ宣言」である。環境配慮の取組（例えば廃棄物の削減につながるサービス提供など）を行う県内の販売店、飲食店、宿泊施設を、「ふじのくにエコショップ宣言」登録店として県が登録し、そのような情報を求めている消費者に広く提供していく。,登録情報の収集。店舗のアンケートなどから。,その他,テキスト.数値.表,電話番号|店舗名|所在地|店舗のジャンル|緯度|紹介文|ホームページのURL|エコショップの取り組み内容|経度,,,,,
4170,地震危険度マップ（東京都）,東京２３区において建物倒壊・火災危険度・災害時活動困難度を考慮した総合危険度が５段階中４、５にあたる地域を「危険度の高い地域」とし、色・パターン別に地図上に示sたもの。,「地震に関する地域危険度測定調査（第7回）」に基づく,その他,グラフ.数値.表,建物倒壊危険度|災害時活動困難度を考慮した危険度|火災危険度|町丁目名|地盤分類|総合危険度,,,,,
4169,イベントとモールでの売り上げの関係,イベントを行ったときにモール内で各店舗の売り上げがどのように変わるのかを把握する。また事前にある顧客情報からどのようなイベントが購入意欲を刺激するかを考える。,ポイントカードによる購入履歴,その他,数値.時系列.表,年齢|イベントを事前に知っていたか|職業|性別|住所|購入履歴,イベントを行った時と行っていないときでの売り上げの変化を検証する。対象はポイントカードを作っている安定してくる客にして、また人の集まりやすい休日に限定してみる。告知は多くの人に見てもらうためにも一か月前から自社のHPで行うことにする。,客層を入力変数から分析し購入傾向を見る傾向をつかむことでより人気のあるアパレル誘致やイベントが可能になる,直接関係がないと思われるイベントの影響力（お笑いをやるのに服が売れるなど）,,年代ごとにどういったものが人気があるのか。雑誌やSNSなどから情報を得たい。
4167,静岡県の流域下水道（施設）データ,静岡県庁の都市計画課が作成した11の流域下水道（施設）の平成24年3月31日現在のデータ。,実地調査,その他,数値.画像,地図データ（図形の座標）|図形と属性の対応関係|属性情報,,,,,
4168,静岡県の地区計画データ,静岡県庁の都市計画課が作成した、静岡県の地区計画の情報（平成24年3月31日現在）。,実地調査、土地に関するデータをまとめるなど。,その他,数値.画像,図形と属性の対応関係|属性情報|地図データ（図形の座標）,,,,,
4163,介護システムの顧客満足度,本データは、各介護事業者が実施した顧客満足度アンケートの結果である。介護サービスを受ける本人やその家族に対し、提供しているサービスそのものやそれらを包括するシステムについて、満足しているかどうかを数段階に分けて評価したものである。,顧客へのアンケート調査,その他,グラフ.テキスト.表,各項目の番号,各項目の番号を入力することで、各事業者ごとに収集した満足度の分布が表示される。ほとんど同様とみなせる質問は同様の質問とみなす。,サービス・システムの問題点,従来は、自社の提供するサービス・システムの問題点分析に用いられていたが、他社のデータ、及びシステムの実態を併せて入手することが出来れば、現在の介護システムにおける根幹の問題を見つけることができるかもしれない。,,
4164,災害時のニーズ,災害時における避難所利用者の避難所へのニーズ,実際に避難所を利用した人から(避難所を提供管理する側、避難所利用者ともに),その他,グラフ.テキスト.数値.時系列.表,避難所の場所|災害発生からの経過時間|何があると気が楽になるか、助かるか|避難所の規模|避難所に建物として求めるもの|必要な物資は何か|避難所の立地条件(周囲の環境、気象ETC),データ分析の意図：避難所のニーズを、物資、施設の構造や性能、精神的なものの3つの観点から詳細に把握物資のニーズはよく叫ばれているから比較的把握しやすい。しかし、今回はロバストでレジエントな街をつくるために避難施設そのものを新たに考案するため、避難施設の構造や性能そのものに対するニーズを把握したい。そして、その満足度には精神状態も影響してくるかもしれないので、その相関があるか否かを確かめるために精神的なニーズも考慮した。,どのような避難施設が望まれるか、抽象的な一般論でなく、詳細にかつ、場所に応じてわかる。,サービス業への応用可能性その避難所がある地域の弱点（ニーズが大きい、特殊なものである場合）→その街の都市計画に生かせる,,
4165,職業選択の為の大学学部学科の情報,大学、学部、学科と世の中の職業とのリンク及びその入学のために満たすべき条件。（過去５年間）,文献等からの収集,その他,グラフ.テキスト.数値.時系列.表,一人暮らしした場合の費用|主な就職先|大学の住所|偏差値|企業や世間からの評価,Excel（この欄に何を書けばよいのかよくわかりませんでした、すみません）,「大学毎、学部学科毎の得意分野」、「各分野の主たる研究室」,過去の時代背景とデータを照らし合わせることで見えてくる法則めいたものを参考にすることにより、今後の動向の予測が可能になるかもしれない。,Power Pointerのダウンロードで日本語版が見つかりませんでした。,
4162,認知度,自分が社会的にどれだけ認知されているかを図る指標として、SNS上での自身を想起させるようなキーワードの発言数、発言者数、発信地点、その時間変化をデータ化する。,SNSからのビッグデータマイニング,その他,テキスト.映像.時系列.画像.音声,発言者の年齢|日時|発言者の性別|発言数|発言者数|場所|発言者の所在地,自身を想起させるようなキーワードに関して、どのような単語が、どのような対象に対して気に入られやすく、いつどこでどういったシチュエーションでそのキーワードを対象が思い出すことが多いのかを分析する。具体的には表形式にして、該当する条件の欄にその数を加算していき、最終的に得られた表をグラフなどで可視化する。,自身を象徴するキーワードの、様々な対象に対する受け入れられやすさがわかる。それによって、自身が社会的に効率的に認知されるための新たなキーワードを提唱するときに、どの対象にはいつ、どのような形の発言をすれば、どのくらいの期間、どの程度の話題性を生むことが出来るかがわかる。,逆に自身を想起させるようなネガティブなキーワードに対しても同様の分析を行ったり、他の現存する著名人に対しても同様の分析を行うことで、どのようなキーワードは発信してはならないかということや、時代ごとにおける受け入れられ易いキーワードの大まかな傾向を掴み、その流れを分析することで、次の時代に受け入れ易いような革新的な標語を想起させる可能性を生じさせることができる。,,
4155,静岡県の都市計画道路情報,静岡県庁の都市計画課が作成した静岡県内の14都市計画道路のデータ（平成24年3月31日現在）,実地調査,その他,数値.画像,属性情報|図形と属性の対応関係|地図データ（図形の座標）,,,,,
4156,Size of tsunamis around Japan for 1498-2006,The magnitude and place of each Tsunami in Japan.,Based on the computation based on Abe's model about the height of tsunami,その他,数値.時系列,MW: MOMENT MAGNITUDE|REGION (GEOGRAPHIC NAME OF EPICENTER)|YEAR|MINUTE|LONGITUDE IN DEGREES E|MJ: JMA MAGNITUDE|HOUR|LATITUTE IN DEGREES N|MONTH|MT: TSUNAMI MAGNITUDE|MS: SURFACE-WAVE MAGNITUDE,,,,,
